C,1757
C,2806
C,7415
C,6422
C,5237
C,5189
C,438
C,3675
C,5053
C,1791
C,6522
C,987
C,3986
C,7281
C,1119
C,5545
C,5031
C,106
C,3838
C,1962
C,7484
C,3036
C,457
C,2262
C,61
C,4894
C,3453
C,2518
C,6317
C,5225
C,7291
C,3117
C,1008
C,1961
C,4674
C,7335
C,3456
C,3963
C,619
C,589
C,3378
C,1154
C,6965
C,1776
C,1664
C,3522
C,4650
C,2570
C,4960
C,3139
C,6926
C,7867
C,6255
C,4037
C,1122
C,6725
C,7690
C,7670
C,853
C,3452
C,285
C,188
C,4397
C,5481
C,1684
C,3466
C,2858
C,7799
C,5816
C,3163
C,70
C,635
C,1806
C,7052
C,1265
C,3145
C,3747
C,6848
C,5146
C,3900
C,5844
C,6819
C,6124
C,6679
C,6347
C,3104
C,3941
C,1154
C,7287
C,2208
C,4199
C,749
C,6748
C,5103
C,6935
C,5294
C,6309
C,2133
C,5850
C,4548
C,2758
C,1989
C,1424
C,2835
C,274
C,6328
C,295
C,1044
C,6993
C,1662
C,2020
C,2108
C,6937
C,2090
C,3111
C,5820
C,742
C,7829
C,115
C,5203
C,1164
C,1894
C,6681
C,6361
C,1431
C,447
C,737
C,454
C,2769
C,6158
C,2674
C,4981
C,1479
C,5290
C,4003
C,1357
C,6865
C,3273
C,99
C,7152
C,2241
C,6324
C,4364
C,5761
C,621
C,1483
C,4533
C,326
C,4130
C,7334
C,297
C,7649
C,3251
C,3266
C,2371
C,5684
C,5928
C,6917
C,6267
C,6354
C,1718
C,5453
C,474
C,5587
C,3942
C,4298
C,5516
C,6181
C,5524
C,424
C,3354
C,3853
C,2755
C,6455
C,2165
C,2076
C,4152
C,2394
C,6052
C,5302
C,360
C,3028
C,3935
C,5969
C,6550
C,7238
C,1021
C,6837
C,19
C,6660
C,1706
C,7590
C,5255
C,2706
C,2799
C,6312
C,3794
C,7432
C,5284
C,3595
C,1710
C,1168
C,5943
C,4246
C,1742
C,6604
C,4117
C,4629
C,7873
C,1976
C,4110
C,3182
C,3663
C,7512
C,4736
C,2171
C,1580
C,3053
C,7423
C,689
C,2235
C,2144
C,5801
C,7643
C,6512
C,2069
C,4494
C,2626
C,7759
C,4593
C,5549
C,1398
C,7492
C,1879
C,957
C,1320
C,5091
C,6603
C,4949
C,6617
C,7169
C,244
C,881
C,5146
C,6602
C,1510
C,777
C,1594
C,2379
C,3630
C,1359
C,3919
C,6331
C,1757
C,7472
C,4193
C,1261
C,4630
C,1828
C,2432
C,1615
C,4768
